c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
30644,Customer#000030644,zhafnqC2jeAORjFL9wt47yuBvwmc,7,17-643-786-9974,1426.26,AUTOMOBILE, the slyly pending dolphins. slyly even instructions lose fluffily along the even r
30645,Customer#000030645,dvZRW83NjyZHhXT0XQctCsuDnYN,16,26-920-317-3918,25.29,BUILDING,lly regular requests. final theodolites was carefully. ironic instructions cajole slyly about the
30646,Customer#000030646,Rupq1wRLpW54TGF1ePfDUSbqhRRZzO,6,16-324-995-9020,5018.62,HOUSEHOLD, furiously regular requests. quickly busy packages sleep even theodolites. fluffily even deposits ar
30647,Customer#000030647,"FvNJXU7nezIeoqgOEWg,hb",4,14-419-505-9770,8965.99,AUTOMOBILE,"packages are quickly across the slyly ironic requests. regular, daring excu"
30648,Customer#000030648,D4fdZIw7M5YhrGAbP69K8iJs0wLnZRHd,9,19-954-174-3269,492.60,AUTOMOBILE,gular orbits. blithely even pinto beans haggle above the blithely unusual requests. furio
30649,Customer#000030649,"oYpTn1k1Et8cJn,i4LyJaKOXCM",18,28-156-644-5749,5056.63,FURNITURE,". express, final foxes after the slyly even accounts are fluffily"
30650,Customer#000030650,VbV6RLkaqgDCd,14,24-267-691-2342,9808.49,MACHINERY, even ideas above the blithely bold asymptotes cajole carefully
30651,Customer#000030651,"tLWgU ZJXdYQGk8YOz5LfPt,3K",10,20-211-597-9246,3317.71,MACHINERY, decoys sleep ironic dependencies. quickly 
30652,Customer#000030652,PQqK95TAM3cFAhkCrDTmraE1NvoIwdkdSI8Nd7Y,1,11-500-172-1407,-200.92,AUTOMOBILE, instructions boost. permanent platelets are carefully. blithely ruthless asymptotes cajole quickly after the reg
30653,Customer#000030653,jhSgHODsy0AzpemROcpv1C1OiTqGGlk,22,32-518-923-5911,9021.49,BUILDING, carefully against the fluffily regular deposits. carefully regular deposits haggle according to the b
30654,Customer#000030654,5DuVbUaG0FleR8nGlEnkpNRDdWrEb ABwJJ7rNOS,6,16-567-380-9942,9312.24,MACHINERY,al pinto beans. furiously expres
30655,Customer#000030655,0rH4ivWyIeuxKKqS0YDKF6FJG,9,19-130-938-9000,974.34,FURNITURE,ly ironic sauternes haggle slyly busy deposits. even platelets affix ideas. regular deposits at 
30656,Customer#000030656,"ozLZaz3m0C4EXvbrF,INeYsEcTVcOpMUS5l",20,30-397-484-7277,5616.11,FURNITURE, wake furiously accounts. silent platelets haggle after the slyly regular Tiresias. unusual foxes h
30657,Customer#000030657,"n,kSrAz7Eu75f,,gM",21,31-184-157-1204,8035.53,FURNITURE,ounts are furiously even packages. furiously express realms affix about the fluf
30658,Customer#000030658,m4YDGm0YXfyGxTf1bIk5X,6,16-632-609-3548,4142.81,MACHINERY,ding dependencies against the d
30659,Customer#000030659,mPDQxfX6NcMqLXVdH2fEWnzb,12,22-634-196-5468,7204.57,BUILDING,larly against the final dependencies. pending c
30660,Customer#000030660,owjZe3qpPbNu,4,14-793-247-3237,8269.65,BUILDING,al asymptotes about the blithely express pains are ca
30661,Customer#000030661,",b60q9XMoftT yPSHy3 cBMdu0",21,31-810-291-9904,986.46,BUILDING,onic escapades sleep ironic tithes. slow depths cajole quickly regular accounts. slyly bold sentiments haggle
30662,Customer#000030662,jdz2YdKRGD6fAOk3otSQKzj3,16,26-799-282-3581,344.12,HOUSEHOLD,s. fluffily even packages sleep slyly against the fu
30663,Customer#000030663,pW4p50F6tXrrYZZodHQ7qBFH RYaCdf5OLEeQw,7,17-884-694-3646,6515.62,FURNITURE,tes. unusual deposits sleep about the carefully special platelets. decoys detec
30664,Customer#000030664,fmoUEwcPDrBpWyW21ZshrhYxeZzDxS6,20,30-323-191-6736,1127.92,BUILDING,gle furiously atop the decoys. bold dolphins are above the slyly special foxes. blithely even requests wake furio
30665,Customer#000030665,qkIQLsl7gDmWdR,9,19-972-961-9227,1946.47,AUTOMOBILE,eans. quickly regular requests promise carefully. quickly bold requests nag. blithely bold 
30666,Customer#000030666,qRng78JcCsiJzYUiEcLkgtG8YAbccNW,18,28-289-466-3224,9309.24,FURNITURE,efore the blithely unusual theodoli
30667,Customer#000030667,MYWmfMCltgljXo8JYQ3eihvg,5,15-727-495-2134,5434.90,BUILDING, requests sleep quickly. carefully even requests haggle. blithely bold instructions use blithely blithely unu
30668,Customer#000030668,"9OSUZXVkHfu,,E15s",19,29-168-834-3012,9431.54,BUILDING,ons eat. blithely final accounts sleep despite the unusual ideas. busily bold
30669,Customer#000030669,"wGm43wzSvHcY8R CyWE55TWi6nK,EmdHHxJNy9v",21,31-487-462-2511,3952.21,AUTOMOBILE,round the instructions. regular requests use along the quickly final accounts. even 
30670,Customer#000030670,0 wq91cctg5UAGxzeIG,15,25-195-691-2972,4847.95,BUILDING,lent theodolites nag carefully alongside of the express dependencies. blithely pending accounts was fluf
30671,Customer#000030671,NgJkk tQ0ep,11,21-410-666-9667,549.31,HOUSEHOLD,s about the furiously ironic dolphins boost above the 
30672,Customer#000030672,3o0VC67DTMIruIdgvWixMza4NZT,22,32-195-332-9284,1150.33,AUTOMOBILE,"eodolites. special, even accounts are blithely regular dinos: fl"
30673,Customer#000030673,8nqQ5gWFtdMWEOF,21,31-369-981-1458,4472.55,HOUSEHOLD," are bold pinto beans. busy, silent requests"
30674,Customer#000030674,SPodVEbxNhct,0,10-672-114-6056,5089.16,AUTOMOBILE,sits cajole furiously against the dinos! slyly even ideas according to the blithely regular deposits
30675,Customer#000030675,dzLdi0dG8r5Hv9,15,25-901-591-6802,6593.33,BUILDING," quickly even accounts boost. ruthless, regular somas "
30676,Customer#000030676,TuwThzleqSSuYFnxuRS0b893aLZ0itLk,22,32-428-853-2911,9172.87,HOUSEHOLD,"s affix quickly carefully final ideas. bold, even requests nag. ironic ide"
30677,Customer#000030677,Mumloc1B2f eZdNGOxgOM36uUbD49e7SduLrK,7,17-758-463-9213,1450.41,BUILDING, fluffily final orbits. quickly regular foxes wake along the silent requests.
30678,Customer#000030678,"q,LZDkioOVySLJask5zZNZS9KWp7cagz HO",18,28-183-453-5520,9975.05,HOUSEHOLD,resias sleep. special packages haggle slyly a
30679,Customer#000030679,OsTruegh5HGzUQr2C5uCB8ajeddla9,19,29-996-622-7003,8742.26,HOUSEHOLD,osits. blithely regular deposits wake slyly above the furiously ironi
30680,Customer#000030680,"6BJChdfiYnNcl0vvnc,f6DC8sNNeurfqRZ",2,12-644-293-1142,2158.33,MACHINERY,unts. furiously express deposits after the furiously unusual deposits unwind furiously alongside of th
30681,Customer#000030681,"BvsGHe9F75K2pcuj,r48yw7i5h8JM",10,20-441-351-1144,6006.60,FURNITURE,nic instructions use furiously final platelets. slyly pending packag
30682,Customer#000030682,B2LUzxfTRiw6MG95ewG436,24,34-470-715-3325,3884.38,AUTOMOBILE,". packages across the epitaphs use blithely pending, final courts. furiously final ideas affix f"
30683,Customer#000030683,dwS3tgJD y5H623ZnvFtmkel1RsZyHIY5ZkRobgZ,19,29-677-256-1341,8696.22,HOUSEHOLD,uickly quickly ironic packages. unusual packages
30684,Customer#000030684,"76tHHGLJceK2HbMXy,qPPyKAs3YtDWAi8i0yH2",9,19-460-418-7981,9473.91,BUILDING, wake slyly across the ironic pinto beans. quickly regular ideas wake about the fluffily ironic grouches. silen
30685,Customer#000030685,fFm28lmGcyFCObK7 Nw5,19,29-649-519-2862,1084.30,MACHINERY,thely ironic foxes cajole fluffily blithely even a
30686,Customer#000030686,"Xk2Lu3h5OoqqZGeGX6jZJXB5cyEhSke7LW,qISn",19,29-332-924-8616,5792.48,HOUSEHOLD,s sleep furiously after the blithely ironic theodolites. ironically express deposits haggle slyly pending dolp
30687,Customer#000030687,ny11hlyyVzT,2,12-788-507-5179,2261.94,AUTOMOBILE, quickly. blithely even ideas use a
30688,Customer#000030688,mSLxVcClCTSI,9,19-377-343-8461,9380.66,AUTOMOBILE,e the furiously enticing theodoli
30689,Customer#000030689,I2kjvmPgP8dcwHkNdxUNjCC1vDCY9yaXKkB8,21,31-104-193-4125,6894.09,FURNITURE,al Tiresias affix. doggedly even deposits sleep blithely. carefully regular accounts detect furi
30690,Customer#000030690,ix76ccgMwq7KeBjTTMCsgJbui3broPH,7,17-660-733-1013,4084.12,MACHINERY,yly ironic ideas. ideas sleep quickly after the final theodolites. slyly slow deposits impress slyl
30691,Customer#000030691,RvcBrWfWrb8zg inEPQKTQokvN,14,24-734-310-8243,-185.05,AUTOMOBILE,ding packages. carefully silent dep
30692,Customer#000030692,Pi60P5YQP5,2,12-708-391-3873,841.98,AUTOMOBILE,g asymptotes wake fluffily special requests
30693,Customer#000030693,mXdjQuvxN9McbUNGU2H4yhQIa77b1aedP,19,29-470-816-5221,3091.45,HOUSEHOLD,lly. furiously silent instructions inside the slyly final accounts nag about the deposits. e
30694,Customer#000030694,xVbHJCcOHlHWLTC3G7VGkPRPGw3xC5KgspcuUFcI,20,30-165-753-8878,2910.06,FURNITURE," unusual deposits cajole blithely along the slowly regular multipliers. slyly quiet foxes sleep ironic, pending "
30695,Customer#000030695,t1AkD6Rv6Pg9RkmgOQmXiCAaiX9IrqwubK,16,26-873-640-4823,1321.42,HOUSEHOLD,furiously even requests. furiously final warthogs are slyly. fur
30696,Customer#000030696,sOmvwrYstaCf,1,11-881-563-2405,9011.47,AUTOMOBILE,"ular, even deposits detect special requests. blithely final foxes haggle. carefully bold asymptotes b"
30697,Customer#000030697,N 4fK5 mVubprWIlKHm,9,19-919-767-6101,5764.78,AUTOMOBILE,asymptotes sleep thinly even platelets. express deposits
30698,Customer#000030698,"6RviE4OQDTmgP7IonIGvltkmf,h",4,14-314-444-3544,9688.77,AUTOMOBILE,ve the quickly pending packages! carefully ironic deposits nag. final packages cajole furiously. special
30699,Customer#000030699,YhoGZa gQM2x6hpM4b6qO,15,25-258-635-1988,4271.75,MACHINERY, eat furiously special pinto beans. quickly bold theodolites sha
30700,Customer#000030700,"6D11nAG6iezrsoPwH5i,K2ClCLeX,r6i2",4,14-844-908-8559,7343.84,FURNITURE,nal platelets. dependencies sleep blithely. even packages haggle above the even deposits. alwa
30701,Customer#000030701,"RRcIyxvjbcvAQGHh865Hw,zcJG4R,",10,20-114-486-2974,6029.59,MACHINERY,: slyly final requests grow. carefully ironic requests sleep. express platelets bef
30702,Customer#000030702,"J7uK2ek,eGaKmlJaqX5WZNWV IE",11,21-877-968-8056,5325.44,FURNITURE,. carefully express requests are blithely. dependencies print acco
30703,Customer#000030703,vegGPnk9Na,15,25-968-452-5855,6753.81,HOUSEHOLD,al packages cajole furiously. blith
30704,Customer#000030704,Mq4IOmtez0XRSEy47UbyZF,11,21-973-930-1844,346.88,AUTOMOBILE,ent dolphins kindle according to the regular
30705,Customer#000030705,G2mYwQYpCLLEYjCKYxz4IutH3a9FMqX,14,24-642-150-7706,8918.25,AUTOMOBILE,"mong the final, unusual theodolites. regular ideas breach after the slyly final dugouts. "
30706,Customer#000030706,"rk altgM79,1po",22,32-855-283-6397,1120.74,AUTOMOBILE,"posits. bold, final instructions use. blithely final asymptotes haggle. special platelets use fu"
30707,Customer#000030707,v5oaJjG7WB9n,1,11-516-760-5930,2213.42,FURNITURE,"ironic requests. even, even platelets sleep fluffily even braids. furiously "
30708,Customer#000030708,",K4GuJ1iH1dn,MjdX R",4,14-920-711-2182,7986.56,AUTOMOBILE,t the furiously regular excuses. quickly special theodolites about the caref
30709,Customer#000030709,"QWTZOm, p8mTP0Q ,",15,25-737-964-6970,6245.96,BUILDING,usly ironic packages. furiously even deposits nag after the i
30710,Customer#000030710,HNf0nqE4O1fGj9bI,9,19-113-610-8567,855.84,FURNITURE,posits among the regular ideas affix even platelets. furiously even foxes boost slyly express d
30711,Customer#000030711,"zfJAbw1MivqS,7UsW",22,32-269-105-4084,4999.24,FURNITURE,refully ironic accounts sleep after the final ideas. bold dolphi
30712,Customer#000030712,"ZvoJ,eiOzIIPPLkJXV,xvmuhpsnxUWFMhE",5,15-940-445-7800,2221.78,MACHINERY,er the slyly regular theodolites. fluffily unusual deposits dazzle carefully. regular deposits ser
30713,Customer#000030713,"SG5sC960p1Kx8Dcgkhn,9Mq4Te",3,13-892-263-2921,5411.77,BUILDING,nal accounts haggle blithely around the idly reg
30714,Customer#000030714,ZGfTPZfzvu3uQxKK0z,14,24-928-118-2598,5611.98,FURNITURE,ccounts. regular packages detect thinly eve
30715,Customer#000030715,uDAwLwZAVYf10bBSh1NityQIde3C,8,18-664-503-8748,4508.51,MACHINERY,bout the asymptotes; busily even Tiresias lose doggedly quickly regular deposits. slyly special packages 
30716,Customer#000030716,"ATjCPcAJm,0MCyED5N",21,31-465-865-5532,4472.74,HOUSEHOLD,ffily final packages are quickly quickly ironic requests; sly
30717,Customer#000030717,0bMX6ZSYk0SPL42bl5NLcpTlLUV,3,13-110-850-7412,8271.05,AUTOMOBILE,packages. accounts cajole slyly arou
30718,Customer#000030718,ZkxznPi85MNO15V103uZv3UA4I4ZEVuV4HzVu,6,16-412-201-5602,2596.48,FURNITURE,re blithely against the slyly furious packages. slyly express
30719,Customer#000030719,d1Etyl0VZlBPFNVvspbgvG37xendn4czaRF,15,25-857-810-2724,72.67,BUILDING,ter the slyly even foxes. dogged Tir
30720,Customer#000030720,997zcXLKDow8pnPEO69GUAwq 9,4,14-385-762-2423,9248.04,AUTOMOBILE,"ole carefully fluffily regular ideas. even, "
30721,Customer#000030721,6Ne5LIx2IIB7uNeUzo3DCsTBgz vMig3Op38vmIG,4,14-836-948-5860,-176.90,HOUSEHOLD, after the furiously unusual excuses; f
30722,Customer#000030722,ODGOYix 8fJpuJjd NMh,16,26-887-877-2444,5789.05,HOUSEHOLD,"e final packages. permanent, bold theodolites nag with "
30723,Customer#000030723,TI3KkoP2UhKD4jr30yBINFSFxgN211y6o2,16,26-511-294-1504,-382.50,FURNITURE,warthogs sleep furiously quickly regular acco
30724,Customer#000030724,XRIHxq8QZAbGKNmSYJ5Du5RLUcUjbaUfdlw,7,17-970-124-7378,4245.89,HOUSEHOLD,"al dependencies are across the carefully final excuses. ironic, express theodolites "
30725,Customer#000030725,fu2pQpvho2xs6pP03DGG18Exd4nRRYL,8,18-882-691-7384,1631.13,MACHINERY,"he final theodolites sleep carefully dugouts. slyly express foxes poach. special, e"
30726,Customer#000030726,VTr0H2rVrBuNdbHC,9,19-234-403-7709,440.00,AUTOMOBILE,"e blithely among the silent, even courts."
30727,Customer#000030727,9tgoFQRh98IAjLXM5iDMpECB9lMyQXk,1,11-679-398-4759,1078.54,BUILDING,ly regular courts integrate. blithely ironic deposits impress slyly furiously bo
30728,Customer#000030728,nidStHcd2dYaWnZyiSOXcozX,8,18-611-830-1536,8004.52,FURNITURE,nic packages. quickly pending pinto beans haggle slyly furiously bold platelets. requests haggle carefu
30729,Customer#000030729,qx vuOFYKP0wMGvIt9kwrjm1bMF48fB5U1hOtFR,17,27-344-979-4958,63.60,FURNITURE,"oost quickly carefully regular packages. final excuses nod slyly. pending, reg"
30730,Customer#000030730,CSLxhr3qDUpqThyh,12,22-220-281-7644,-100.80,MACHINERY,lites boost carefully regular deposits. blithely ironic packag
30731,Customer#000030731,"8XnBeyOHo,axeuKcC RFXkJ8xXlUYUcOKtIjJ",2,12-842-229-6079,8743.01,BUILDING,e busily pending courts cajole ironic dinos. stealthily un
30732,Customer#000030732,"rR,xz3NG6QvrzjJj24YgMCOJjKmcRD9xABKR",21,31-486-923-2848,3804.70,BUILDING, blithely pending accounts promise ruthlessly ironic package
30733,Customer#000030733,uNhXXIqqzUdiqJ2e,6,16-206-429-5256,577.71,AUTOMOBILE,packages are across the even packages. slyly final foxes haggle ironic realms. bli
30734,Customer#000030734,eu1N7dW wx4hP,3,13-857-838-6981,5589.53,MACHINERY,"ages hang blithely after the regular deposits. regular, pending depths alongside of the silently regular package"
30735,Customer#000030735,oPIiKnDkZrPyKrbzm,18,28-866-918-8022,1308.95,FURNITURE,y regular packages are slyly ironi
30736,Customer#000030736,9ftC1w4MJwnKjopvJRC,3,13-910-586-8726,8471.53,HOUSEHOLD,uickly ironic packages. fluffily bold packages over the fluffily regular packages wake fluffily special 
30737,Customer#000030737,ZAIB9U9aflIX,5,15-992-902-6033,6007.83,MACHINERY,sauternes use slyly special packages. quick
30738,Customer#000030738,sxyDC5eV17be5w6LPaWiu9vnLe5KPCEF0T9E2V,19,29-230-415-4656,2635.35,BUILDING,nto beans haggle quickly against the blithely final pinto beans. never f
30739,Customer#000030739,cL1Db Lh XB,1,11-762-293-4825,4355.39,AUTOMOBILE,"regular pinto beans sleep fluffily across the final, ironic ideas. requests according to"
30740,Customer#000030740,Uj0p8FGAwuB,24,34-725-308-9410,5026.08,BUILDING,"asymptotes haggle quickly above the unusual, pendi"
30741,Customer#000030741,s3UF7dSMHgAikqvHKp6TCW,11,21-531-649-8655,2299.78,MACHINERY, unusual accounts after the slyly unusual theodolites shall have to ca
30742,Customer#000030742,KovAovalltu8MDcVkAZAZ,15,25-256-167-1480,7435.57,BUILDING,"d, express accounts nag according to the slyly bold accounts. busy theodolites nag furiously express requests! fina"
30743,Customer#000030743,SsQOEHZFpG FOAyj,23,33-652-793-9452,7589.83,FURNITURE,ar requests sleep idly. ironic deposits sleep fluffily excuses. dolphin
30744,Customer#000030744,bGSWayABpLJz9 jTE1aVRxpTuF 3THnFeNP1Cl,2,12-679-349-4969,4322.90,HOUSEHOLD,en packages thrash above the bold accounts. furiously bold packages sleep blithely fluffily ironic th
30745,Customer#000030745,boZo5uTW x,24,34-300-669-3920,9023.96,AUTOMOBILE,lyly. carefully regular accounts sleep a
30746,Customer#000030746,OUv0CPc2VOAfLndHl9Zos2r6D2msB,23,33-802-231-7535,6801.89,HOUSEHOLD,fully bold packages are along the carefully ironic deposits. regular accounts alo
30747,Customer#000030747,t2UqGtzNTyYo,15,25-414-469-7911,5383.72,MACHINERY,"o beans haggle around the ironic, silent waters. slyly regular platelets affix alongside of the pac"
30748,Customer#000030748,svYKhcj9Y992alo,20,30-760-115-3221,7153.27,MACHINERY,ons. final packages sleep furiously along the slyly careful foxes. ironic pearls imp
30749,Customer#000030749,XyZfcpg7NSp4xf9Bd4Q927cAey,3,13-836-190-9084,4009.84,AUTOMOBILE,equests. slyly regular requests thrash. carefully pending requests according to the pending packages wake
30750,Customer#000030750,"bKgLvgHgWV3giswN,LXzWEXBF5p 2qTuNy",14,24-381-601-6539,5386.11,BUILDING,atelets boost quickly above the packages. blithely express requests according to the quickly ironic excuses hag
30751,Customer#000030751,0g30zxPtlyY57aOyTEc oHU,4,14-740-399-9595,3437.57,BUILDING,ironic packages nag blithely bold foxes. slyly unusual dolphins impre
30752,Customer#000030752,"uqFUVxJaMXvlYSjoAjcc2kTFOX,jF1",18,28-878-235-7942,1152.94,FURNITURE,ffily express excuses sleep bravely even dependencies. carefull
30753,Customer#000030753,"ER ,fwB7C0",12,22-733-184-5061,4391.99,AUTOMOBILE, pending pinto beans should boost quickly. special requests sleep according to the ironic ins
30754,Customer#000030754,"R5LCX,we6GdiQd",3,13-140-492-4268,4246.41,AUTOMOBILE, ironic requests are carefully care
30755,Customer#000030755,Wl7BjStciZIfO7sxAty483A7Rkili0,9,19-710-205-7663,-618.76,HOUSEHOLD,accounts: furiously ironic foxes about the quickly regular instructions sleep
30756,Customer#000030756,"FoR3mg 1,c6YkPVK QF3 OYqBuZJsOfrkPZ",13,23-279-194-1379,4501.74,AUTOMOBILE,"s haggle quickly among the even, bold deposits. even deposits are. quickly even the"
30757,Customer#000030757,0n8HC8ff7RBEcNBs6Zn8EI8Qe7583 W,18,28-644-432-6959,741.31,FURNITURE,"he quickly final sentiments wake special, express ideas. carefully final asymptote"
30758,Customer#000030758,"1IqvLO1ztagaGpl4ldl9,pivwsGyqT",12,22-212-443-7454,5152.87,MACHINERY,lar deposits doze blithely evenly even excuses. quickly unusual asymptotes alongside of the slyly reg
30759,Customer#000030759,"HzGvt2MCCF4lVWahtIiWIhwvJxs8ljb,PsiY0Ru",14,24-680-857-4550,-714.72,AUTOMOBILE,"ar dolphins. regular, pending requests haggle deposits. final, regular requests integrate furiously beside the "
30760,Customer#000030760,"o,kHPsweX guA54R0EOm",9,19-624-428-6599,8619.32,FURNITURE, among the quickly even platelets sleep 
30761,Customer#000030761,uezqF0XGoyg,14,24-423-424-5971,3988.23,MACHINERY,"ithely. furiously pending deposits haggle carefully above the bold, regular requests. carefully express asymptote"
30762,Customer#000030762,JNtAts7MNpoTk0z9GvGFLsUa4x6GP9FhTyCrVzDT,9,19-429-882-3871,5245.23,MACHINERY,o beans cajole furiously stealthy instructions. slyly regular deposits across the 
30763,Customer#000030763,r6wxnr9QPu6aVL35,7,17-270-577-4027,659.04,MACHINERY,"s are. pending dolphins boost special theodolites. ironic, regular dependencies haggle "
30764,Customer#000030764,"qc00,OYUNpIdi",0,10-311-921-4994,8353.29,MACHINERY,nto beans. furious platelets against the furiously ironic packages haggle about the enticing packages? 
30765,Customer#000030765,b6G FL6xM4LIMHC6zyOvCVHQno5iBnLe0n6IAtY2,11,21-324-550-6442,9753.14,BUILDING,the silent requests boost blithely express packages. slyly regular instruc
30766,Customer#000030766,ZoYnYqXCVuG8AfQRV5x,9,19-899-170-7368,8038.57,AUTOMOBILE,tes affix bravely-- regular instructions sleep quickly requests. quickly unusual packages will 
30767,Customer#000030767,AHYun8i2s4HTzruEyTHnkFfPb9,2,12-199-899-2441,362.78,FURNITURE,c pinto beans sleep furiously unusual accounts. silently pending accounts haggle. blith
30768,Customer#000030768,SIsMdbsbHPdNgLY1HI7,12,22-175-619-1425,1257.52,BUILDING,oss the even accounts haggle thinly quickly u
30769,Customer#000030769,"H ,uU9eU8VuhLFQN4UFJW2",14,24-388-623-9811,2013.76,MACHINERY, pending accounts nag. furiously pending excuses about the silently silent ideas nag escapades. accounts 
30770,Customer#000030770,",PE3Gsxotc1jMiTPr",7,17-205-513-2450,7203.53,FURNITURE,ts. fluffily final foxes wake fluffily. theodolites bo
30771,Customer#000030771,C0chiEwLDvBHar89Y2mm2M4ySzKAhlGTCeZAwjcN,11,21-958-306-6052,1774.51,FURNITURE,e bold deposits. carefully bold packages wake special deposits. carefully even pac
30772,Customer#000030772,"gE2Lr5rr6AS6zbWEbuLl1y,5HN",5,15-623-868-4897,1231.00,BUILDING,tions. daringly even accounts haggle water
30773,Customer#000030773,F BUgZLy07SPCEvalEpGy7LPr,22,32-660-216-3846,7406.43,BUILDING,ages maintain against the slyly final instructions. express hockey players mold fluffily alongs
30774,Customer#000030774,JVTu89k2QCBiPN,16,26-545-384-6924,1882.88,FURNITURE,ully even requests detect against the furiously ironic theodolites
30775,Customer#000030775,TdYZ IQ5ZgXroKxvGfVxbszG6PjS,14,24-244-503-5753,7450.50,AUTOMOBILE,ully slyly final ideas! final deposits cajole instead of 
30776,Customer#000030776,"nVjiyLI,FR85",21,31-121-778-4623,5610.72,MACHINERY,sly dogged packages. slyly pending theodolites affix quickly according to the special excuse
30777,Customer#000030777,"5kklfd9z9CX15HXNH,srcL5srkkLFIiCzRRVh",12,22-363-715-5246,5350.75,FURNITURE, above the furiously regular sauternes. unusual ideas boost. 
30778,Customer#000030778,nZcGWa1cse800ocF7tDNbb5StGKSKGno5oDgcYHc,10,20-235-558-6331,3137.04,FURNITURE,"ven ideas. pending, express th"
30779,Customer#000030779,"T5,JrKFuVfHR b6dBjW9HIhnQH N",10,20-849-545-5448,-867.73,BUILDING,s are furiously. slyly busy warthogs cajole carefully. ironic a
30780,Customer#000030780,dDENKGcXhu2GynUk9gi,17,27-582-245-5890,40.40,HOUSEHOLD,ccounts maintain. furiously pending dolphins detect among the carefully final th
30781,Customer#000030781,dyLD1G0yxRM8uFvyUegaauyTHAEq O,20,30-843-390-9526,5852.41,AUTOMOBILE,"olites mold quickly above the slyly unusual epitaphs. regular, bold excuses along the ironic, slow ideas"
30782,Customer#000030782,0qpf20PRopvpeyeqR4OYlxGZKXLXmQs3lKtu R,20,30-467-223-3428,8516.43,BUILDING,fully after the unusual pinto beans. 
30783,Customer#000030783,qsAPFq46ln7MGH YEFpiDPIgizmlM,13,23-880-252-1361,1736.94,MACHINERY,g the special deposits. even theodolites at
30784,Customer#000030784,jvqlJmigvUL,18,28-572-348-9028,7665.52,BUILDING,ould have to detect above the pending ideas. ironic req
30785,Customer#000030785,ioVwYAmX2eM 9,2,12-693-986-6291,469.04,BUILDING,aggle fluffily regular packages. blithely special 
30786,Customer#000030786,GuuS60U6AixevPeenrPUzdHYROfpA25s19F,12,22-950-774-6033,5013.85,FURNITURE,"y requests; bold instructions sleep. regular, special grouches haggle silent instructions. carefully close requests"
30787,Customer#000030787,"lap7XQ8CwU,8,5z6tf8Uh1vizap2gbT",7,17-382-987-2143,5799.36,AUTOMOBILE,furiously even deposits shall wake always silent foxes. carefully final theodolites accordi
30788,Customer#000030788,MkzsoqWu0N9c2Vsw71l,22,32-553-855-6728,7855.66,AUTOMOBILE,ies haggle. furiously pending accounts are quickly. idly ironic platelets thrash furiously b
30789,Customer#000030789,A JPaa04NszR1Uu7qolii3IXHA1RqU3eoxTwBg,22,32-173-424-4587,6178.61,FURNITURE,thely ruthless accounts are slyly. carefully even platelets cajole furiously abou
30790,Customer#000030790,RlJxVHcFgJ8fCUonFMJ1,16,26-232-303-7741,2002.93,HOUSEHOLD,ckly express requests. furiously ironic
30791,Customer#000030791,wgfJ4U9PDahFfo pqxTq6foeM3fx,23,33-667-757-2932,1253.65,MACHINERY,pending instructions. fluffily regul
30792,Customer#000030792,yBml3hJuyskB4NyYeBlbQ5tGkr8  vW,1,11-919-142-4781,3104.43,FURNITURE,"beans nag blithely about the bold, regul"
30793,Customer#000030793,vgTjlkAKqnXjJ5LDdO4KntX lHDZ0pyCG0ghK,4,14-451-826-9934,1196.15,FURNITURE,quickly silent asymptotes: quickly ironic
30794,Customer#000030794,ksEvzqa7Xb37XX,8,18-432-857-9497,4581.98,BUILDING,eposits wake slyly fluffy excuses. slowly unusual noto
30795,Customer#000030795,DfT0EeyeNALkW6Ejq55qvyU,10,20-986-556-6029,7391.37,AUTOMOBILE,"cording to the final requests. furiously even deposits grow before the pending, un"
30796,Customer#000030796,8VsKRAPxgCOIQxAuNaxpmlaolFEC1,16,26-101-831-7441,1752.53,FURNITURE, nag. slowly unusual foxes among the special packages are thinly never even deposits. platelets run a
30797,Customer#000030797,"AR5WQAmYYLqHMVu,r3gtONBRyi",23,33-398-381-1497,5648.00,MACHINERY,"ly special warthogs. regular, regular deposits hind"
30798,Customer#000030798,VYImxb8p1lyDKIwzTWSc9,18,28-357-647-3624,4928.34,BUILDING,as. blithely bold accounts nag 
30799,Customer#000030799,B2Nk6Qi5xW7jjQ,12,22-779-721-8109,9674.36,AUTOMOBILE,leep among the requests? evenly regular packa
30800,Customer#000030800,BK495qGHXhoqUTqc5VHjsSB8Ry2Bme 5vvfrdHsl,12,22-572-816-6287,4128.56,AUTOMOBILE,ully ironic packages. special theo
30801,Customer#000030801,ttqME5YGrKM6NOfH7,7,17-207-301-5608,9706.75,FURNITURE,deposits. daringly final foxes are quickly carefully pending requests. slyly sil
30802,Customer#000030802,h7CD4h4xS43jAcfIkGmMon9,11,21-648-844-2148,9457.25,AUTOMOBILE, carefully final accounts sleep blith
30803,Customer#000030803,"2LJ,PF67ec4ixGddMcMvOacgMQTBGil9kMUJprx5",16,26-703-342-6213,7057.86,MACHINERY, pending requests cajole quickly? furiously ironic deposits affix after the ironic deposits;
30804,Customer#000030804,X38um4EZm1WofsUwwpdCE0,18,28-194-304-8881,6490.32,HOUSEHOLD,are blithely closely final ideas. carefully bold fo
30805,Customer#000030805,GU7KggFT37EnrkdI pvK 3Q,5,15-697-990-5204,4840.52,FURNITURE,"ar, express instructions upon the furiously ironic accounts cajole against the furiously f"
